gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charges_per_tenure_month,estimated_tenure_value,tenure_bucket,active_service_count,electronic_payment,actual_churn,predicted_churn,probability,error_type,borderline_probability
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,63.78333333333333,208.04999999999998,0-6,3,1,1,1,0.8226456757427566,correct,False
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,86.61428571428571,1807.05,13-24,2,1,0,1,0.7006928441180914,false_positive,False
Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,36.33507462686567,2422.0499999999997,49-72,2,0,0,0,0.028262979131527564,correct,False
Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,20.061764705882354,683.4000000000001,25-48,0,0,0,0,0.07312657658680474,correct,False
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,88.73611111111111,1632.6000000000001,13-24,2,0,1,1,0.7679256235517167,correct,False
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,90.29652777777778,6386.400000000001,49-72,6,0,0,0,0.033982618949825495,correct,False
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,98.88611111111112,1712.7,13-24,3,0,1,1,0.658634800072287,correct,False
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.0,209.1,69.7,225.0,0-6,0,0,1,1,0.8467448191123813,correct,False
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,49.95,49.95,0-6,0,0,1,1,0.7586209120033046,correct,False
Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,79.425,721.5,7-12,2,0,1,1,0.7061673998697374,correct,False
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,24.7,209.0,7-12,0,0,0,0,0.2890588171509629,correct,False
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,18.622413793103448,580.0,25-48,0,1,0,0,0.08442740930222738,correct,False
Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,94.63382352941177,3204.5,25-48,3,1,1,1,0.7732854830565855,correct,False
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,100.12142857142858,713.65,7-12,3,1,1,1,0.9202401389205351,correct,False
Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,89.7695652173913,5996.1,49-72,5,0,0,0,0.038537570770839365,correct,False
Female,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,52.59722222222222,1960.2,25-48,1,0,0,0,0.12713019208175108,correct,False
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,85.44305555555555,6188.400000000001,49-72,5,0,0,0,0.05518916992294814,correct,False
Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,22.811904761904763,867.3,25-48,0,0,0,0,0.0718110578133738,correct,False
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,102.34404761904761,4158.0,25-48,4,1,0,0,0.44636234649002005,correct,True
Male,0,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,46.22686567164179,2941.2999999999997,49-72,3,1,0,0,0.05981535518411374,correct,False
Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,96.43333333333332,2003.4,13-24,2,0,0,1,0.821593329958337,false_positive,False
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,101.80652173913045,2150.5,13-24,2,1,0,1,0.8503709676339625,false_positive,False
Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,84.68,1293.0,13-24,2,1,1,1,0.6307187007496072,correct,False
Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,61.95,2182.8,25-48,3,0,0,0,0.16322216632790168,correct,False
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,95.06428571428572,694.75,7-12,3,1,1,1,0.9246364441645457,correct,False
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,20.455555555555556,183.6,7-12,0,0,0,0,0.19971326741621676,correct,False
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,22.947058823529414,839.8,25-48,0,1,0,0,0.22559135388663695,correct,False
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,35.55,35.55,0-6,1,1,1,1,0.8800900155886388,correct,False
Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,112.36200000000001,2722.5,25-48,5,1,0,0,0.3294971538901521,correct,False
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5,8312.75,115.45486111111111,8316.0,49-72,6,0,0,0,0.12381459847898307,correct,False
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,20.55,20.55,0-6,0,1,1,1,0.5086739397363325,correct,True
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,99.7625,5988.0,49-72,3,1,0,1,0.7257657217811521,false_positive,False
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,82.30813953488372,3622.75,25-48,3,0,0,0,0.20323520189161134,correct,False
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,17.349999999999998,63.599999999999994,0-6,0,0,0,0,0.2449253838758809,correct,False
Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,83.07847222222222,6055.2,49-72,5,0,0,0,0.0870690385442757,correct,False
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,44.75,90.7,0-6,0,1,1,1,0.7031015563099705,correct,False
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,106.495,989.0,7-12,4,1,0,1,0.6951034999260585,false_positive,False
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,101.85714285714286,686.35,7-12,3,0,1,1,0.8749761643408939,correct,False
Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,53.300000000000004,1697.8500000000001,25-48,1,0,0,0,0.14646602170894324,correct,False
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,85.17903225806452,2515.65,25-48,1,1,0,1,0.6817884938885073,false_positive,False
Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,96.13157894736842,3600.5,25-48,2,1,0,1,0.7674972603276818,false_positive,False
Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,80.75208333333333,2024.3999999999999,13-24,2,1,0,1,0.6100535460930155,false_positive,False
Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,58.801785714285714,1667.3999999999999,25-48,2,0,0,0,0.41882275320679524,correct,True
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,38.375,2772.0,49-72,3,0,0,0,0.028060128498048384,correct,False
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,18.7625,385.0,13-24,0,0,0,0,0.17115211555197118,correct,False
Male,0,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.0,4801.1,80.01833333333335,4740.0,49-72,5,0,0,0,0.10025599442289108,correct,False
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,86.55,356.8,0-6,2,1,1,1,0.9449528071617759,correct,False
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,53.78152173913043,2530.0,25-48,1,0,0,0,0.19530892526410007,correct,False
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,80.76597222222222,5925.599999999999,49-72,5,0,0,0,0.022799885301265917,correct,False
Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,114.3780487804878,4641.2,25-48,5,1,1,1,0.7051887502300571,correct,False
Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,102.68692307692307,6548.75,49-72,3,1,0,1,0.5189763932979599,false_positive,True
Male,0,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,28.46627906976744,1259.9,25-48,1,0,0,0,0.23986378121353627,correct,False
Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,63.65714285714286,1361.85,13-24,3,0,0,0,0.145505367555881,correct,False
Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,20.196296296296296,1101.6,49-72,0,0,0,0,0.0187061597760456,correct,False
Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,105.0,6368.400000000001,49-72,4,0,1,1,0.5058823905829972,correct,True
Male,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,58.277499999999996,1100.0,13-24,5,0,0,0,0.3921705821172614,correct,False
Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,107.04420289855072,7258.8,49-72,4,0,0,0,0.34120349925434507,correct,False
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,45.2,45.2,0-6,0,1,0,1,0.7402217419145488,false_positive,False
Male,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,92.5909090909091,3087.15,25-48,4,1,0,0,0.39957397765092156,correct,False
Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.85,467.5,24.605263157894736,396.15000000000003,13-24,0,0,0,0,0.03194961309410805,correct,False
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,71.825,158.0,0-6,1,1,1,1,0.8910336984679578,correct,False
Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,62.83076923076923,820.9499999999999,13-24,3,0,0,0,0.39571503688453075,correct,False
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,45.8,45.8,0-6,0,0,0,1,0.7014262285409012,false_positive,False
Female,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,56.941818181818185,3063.5,49-72,2,1,0,0,0.15569429292536677,correct,False
Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,98.3,2092.2,13-24,2,1,0,1,0.8535893585043419,false_positive,False
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,70.1462962962963,2038.5,25-48,0,1,1,1,0.7717731199029014,correct,False
Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,89.94999999999999,1157.6499999999999,13-24,3,0,1,1,0.6846885318352715,correct,False
Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,49.45384615384615,1309.1000000000001,25-48,1,0,0,0,0.14182103400040408,correct,False
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,18.72285714285714,703.5,25-48,0,0,0,0,0.023069435881810808,correct,False
Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,104.30982142857144,5866.0,49-72,4,1,0,1,0.7004769571357974,false_positive,False
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,95.45,95.45,0-6,2,1,1,1,0.9555147636717645,correct,False
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,74.3,74.3,0-6,0,1,0,1,0.9115218047337833,false_positive,False
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,84.48695652173913,2083.7999999999997,13-24,2,1,1,1,0.7557494767014947,correct,False
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,68.67857142857143,528.15,7-12,0,0,1,1,0.714879125083537,correct,False
Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,99.1159090909091,2301.2,13-24,5,1,0,1,0.6711394344986563,false_positive,False
Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),59.5,3389.25,60.52232142857143,3332.0,49-72,2,0,0,0,0.060519249862271376,correct,False
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,82.14999999999999,5861.05,49-72,5,1,0,0,0.06564822608888835,correct,False
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1188.25,20.139830508474578,1171.15,49-72,0,0,0,0,0.01680927882517516,correct,False
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,96.70555555555556,1728.8999999999999,13-24,3,1,1,1,0.756082442051299,correct,False
Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,62.769999999999996,3681.0,49-72,3,0,0,0,0.02922509661637399,correct,False
Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,46.1625,355.6,7-12,0,0,0,0,0.4208025344099739,correct,True
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,19.75,19.75,0-6,0,0,0,1,0.5080095260228391,false_positive,True
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,70.45,70.45,0-6,0,0,1,1,0.8739878617807685,correct,False
Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,82.88571428571429,2319.7999999999997,25-48,2,0,0,0,0.34825893725696544,correct,False
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,77.05555555555556,1334.7,13-24,0,0,0,1,0.6343145593127092,false_positive,False
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,93.27083333333333,2168.3999999999996,13-24,2,1,1,1,0.8011267243869353,correct,False
Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,60.4264705882353,4100.4,49-72,5,0,0,0,0.05533105705324269,correct,False
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,102.65352112676055,7430.150000000001,49-72,5,0,0,0,0.2237386314129372,correct,False
Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,19.90703125,1260.8,49-72,0,0,0,0,0.02085000589281388,correct,False
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,107.6625,7974.0,49-72,5,1,0,0,0.2153563905893095,correct,False
Female,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,108.22536231884058,7607.25,49-72,5,0,0,0,0.12421120063935447,correct,False
Female,0,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,53.420149253731346,3577.7999999999997,49-72,4,0,0,0,0.3784369486210201,correct,False
Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,80.71000000000001,1614.0,13-24,1,0,0,1,0.6369215583692953,false_positive,False
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.7,383.65,15.345999999999998,467.5,25-48,0,0,0,0,0.04072283292629235,correct,False
Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,86.09,4485.0,49-72,3,0,0,0,0.17225358694453266,correct,False
Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,45.541666666666664,293.70000000000005,0-6,0,0,0,1,0.7094065082271049,false_positive,False
Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,17.925,39.2,0-6,0,1,1,1,0.534304622101503,correct,True
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,22.61388888888889,361.8,13-24,0,0,0,0,0.09014046182104571,correct,False
Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,59.125,113.1,0-6,1,0,0,1,0.7525159418776481,false_positive,False
Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,43.583333333333336,120.44999999999999,0-6,2,0,1,1,0.8268681867878153,correct,False
Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,63.49444444444445,624.6,7-12,3,0,0,1,0.531125081888875,false_positive,True
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,69.9,69.9,0-6,0,1,1,1,0.8959058055035909,correct,False
Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,113.41785714285714,7955.5,49-72,6,0,0,0,0.12913724469372165,correct,False
Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,95.6413043478261,4418.3,25-48,2,0,1,1,0.6000981876718662,correct,False
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,48.00666666666667,732.0,13-24,0,0,0,1,0.5093658738283243,false_positive,True
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,19.80377358490566,1052.0500000000002,49-72,0,0,0,0,0.022224587823380316,correct,False
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,55.4,55.4,0-6,1,1,1,1,0.8201011317105323,correct,False
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,20.7448275862069,561.1500000000001,25-48,0,0,0,0,0.13790032192943227,correct,False
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,77.15,77.15,0-6,0,1,1,1,0.9159088525490966,correct,False
Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,60.53188405797101,4143.45,49-72,5,0,0,0,0.0640062256886824,correct,False
Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,36.490476190476194,2274.3,49-72,2,0,0,0,0.09074234201589333,correct,False
Male,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0,1260.7,24.719607843137254,1275.0,49-72,0,0,0,0,0.08596204060635274,correct,False
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,74.4375,4707.2,49-72,1,0,0,0,0.3593703165603063,correct,False
Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,83.20769230769231,4370.599999999999,49-72,3,0,0,0,0.30163392092590935,correct,False
Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,59.21142857142858,4165.0,49-72,5,0,0,0,0.0446252594393318,correct,False
Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8,50.31111111111111,493.2,7-12,2,0,0,0,0.28567764605413143,correct,False
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,82.41666666666667,251.25,0-6,2,1,1,1,0.8699574878010281,correct,False
Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,75.94,5236.0,49-72,4,0,0,0,0.05132840477899078,correct,False
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,82.7357142857143,1766.1,13-24,1,1,0,1,0.8204880895253709,false_positive,False
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,69.92999999999999,377.75,0-6,1,0,1,1,0.8600990188569202,correct,False
Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,110.18499999999999,2164.0,13-24,6,0,0,1,0.5920584563440965,false_positive,True
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,112.1576388888889,7902.0,49-72,5,0,0,0,0.1641030190594453,correct,False
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,19.460416666666667,1461.6000000000001,49-72,0,0,0,0,0.012116063056363969,correct,False
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,71.175,141.3,0-6,0,1,1,1,0.9036205057618185,correct,False
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,74.0391304347826,1731.8999999999999,13-24,1,0,0,1,0.5611468729608345,false_positive,True
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,21.375,83.8,0-6,0,0,1,0,0.38706922738826627,false_negative,False
Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,81.1296875,2571.2,25-48,1,0,1,1,0.5931358386255277,correct,True
Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,93.00277777777778,3227.4,25-48,5,0,0,0,0.20389800766088723,correct,False
